original_reference,original_ref_checked,non_original_reference,habitat_naturality,biome,species,mycorrhiza type,remark_mycorrhiza_ type,curator_remark_1_name,curator_remark_1_comment,curator_remark_2_name,curator _remark_2_comment,curator_remark_3_name,curator_remark_3_comment,other_remarks,consensus_mycorrhizal_state
"Francis, R., Finlay, R. D., & Read, D. J. (1986). Vesicular–arbuscular mycorrhiza in natural vegetation systems. New Phytologist, 102(1), 103-111.",y,"Harley, J. L., & Harley, E. L. (1987). A check‐list of mycorrhiza in the British flora. New Phytologist, 105(s1), 1-102.",,,Populus trichocarpa,EcM; others not addressed,,,,,,Laura M. Suz,ok,,EcM-AM
"Dominik, T., Nespiak, A., & Pachlewski, R. (1954). Badanie mykotrofizmu roślinności zespołów na skałkach wapiennych w Tatrach. Acta Soc. Bot. Pol, 23(3), 471-485.",y,"Harley, J. L., & Harley, E. L. (1987). A check‐list of mycorrhiza in the British flora. New Phytologist, 105(s1), 1-102.",,,Acer pseudoplatanus,AM; others not addressed,,,,,,,,,AM
"Dominik, T., Nespiak, A., & Pachlewski, R. (1954). Badanie mykotrofizmu roślinności zespołów na skałkach wapiennych w Tatrach. Acta Soc. Bot. Pol, 23(3), 471-485.",y,"Harley, J. L., & Harley, E. L. (1987). A check‐list of mycorrhiza in the British flora. New Phytologist, 105(s1), 1-102.",,,Sorbus aucuparia,AM; others not addressed,,,,,,,,,AM
"Dominik, T., Nespiak, A., & Pachlewski, R. (1954). Badanie mykotrofizmu zespolów roslinnych regla górnego w Tatrach. Acta Soc Bot Pol, 23, 487-504.",y,"Harley, J. L., & Harley, E. L. (1987). A check‐list of mycorrhiza in the British flora. New Phytologist, 105(s1), 1-102.",,,Sorbus aucuparia,AM; others not addressed,,,,,,,,,AM
"Kryuger, L. (1961).  Botaničeskij Žurnal: Organ Vsesojuznogo Botaničeskogo Obščestva, 46, 617-627.",y,"Harley, J. L., & Harley, E. L. (1987). A check‐list of mycorrhiza in the British flora. New Phytologist, 105(s1), 1-102.",,,Equisetum pratense,non-mycorrhizal (checked for all types),,,,,,,,,NM-AM
"Kryuger, L. (1961).  Botaničeskij Žurnal: Organ Vsesojuznogo Botaničeskogo Obščestva, 46, 617-627.",y,"Harley, J. L., & Harley, E. L. (1987). A check‐list of mycorrhiza in the British flora. New Phytologist, 105(s1), 1-102.",,,Equisetum hyemale,non-mycorrhizal (checked for all types),,,,,,,,,NM-AM
"Asai, T. V. (1934). Uber das Vorkommen und die Bedeutung der Wurzelpilze in den Landpflanzen. Jap. J. Bot, 7, 107-50.",y,"Harley, J. L., & Harley, E. L. (1987). A check‐list of mycorrhiza in the British flora. New Phytologist, 105(s1), 1-102.",,,Equisetum hyemale,non-mycorrhizal (checked for all types),,,,,,,,,NM-AM
"Doak, K. D. (1927, January). Mycorrhiza bearing species in the vicinity of Lafayette, Indiana. In Proceedings of the Indiana Academy of Science (Vol. 37, pp. 427-440).",,,natural,,Populus tremuloides,EcM; no others,,,,,,Laura M. Suz,ok,,EcM-AM
"Doak, K. D. (1927, January). Mycorrhiza bearing species in the vicinity of Lafayette, Indiana. In Proceedings of the Indiana Academy of Science (Vol. 37, pp. 427-440).",,,natural,,Populus deltoides,EcM; no others,,,,,,Laura M. Suz,ok,,EcM-AM
"Doak, K. D. (1927, January). Mycorrhiza bearing species in the vicinity of Lafayette, Indiana. In Proceedings of the Indiana Academy of Science (Vol. 37, pp. 427-440).",,,natural,,Adiantum pedatum,AM; no others,,,,,,,,,AM
"Doak, K. D. (1927, January). Mycorrhiza bearing species in the vicinity of Lafayette, Indiana. In Proceedings of the Indiana Academy of Science (Vol. 37, pp. 427-440).",,,natural,,Acer rubrum,AM; no others,,,,,,,,,AM
"Doak, K. D. (1927, January). Mycorrhiza bearing species in the vicinity of Lafayette, Indiana. In Proceedings of the Indiana Academy of Science (Vol. 37, pp. 427-440).",,,natural,,Acer negundo,AM; no others,,,,,,,,,AM
"Doak, K. D. (1927, January). Mycorrhiza bearing species in the vicinity of Lafayette, Indiana. In Proceedings of the Indiana Academy of Science (Vol. 37, pp. 427-440).",,,natural,,Quercus alba,EcM; no others,,,,,,Laura M. Suz,ok,,EcM
"Doak, K. D. (1927, January). Mycorrhiza bearing species in the vicinity of Lafayette, Indiana. In Proceedings of the Indiana Academy of Science (Vol. 37, pp. 427-440).",,,natural,,Fraxinus americana,"EcM,AM",,Leho Tedersoo,incorrect report for EcM (this genus is AM),Mark Brundrett,incorrect report for EcM,Laura M. Suz,ok,,AM
"De Alwis, D. P., & Abeynayake, K. (1980). A survey of mycorrhizae in some forest trees of Sri Lanka. A survey of mycorrhizae in some forest trees of Sri Lanka., 146-153.",,,natural,forest: tropical broadleaf forest biome,Alstonia scholaris,AM; no others,,,,,,,,,AM
"De Alwis, D. P., & Abeynayake, K. (1980). A survey of mycorrhizae in some forest trees of Sri Lanka. A survey of mycorrhizae in some forest trees of Sri Lanka., 146-153.",,,natural,forest: tropical broadleaf forest biome,Cinnamomum cassia,AM; no others,,,,,,,,,AM
"De Alwis, D. P., & Abeynayake, K. (1980). A survey of mycorrhizae in some forest trees of Sri Lanka. A survey of mycorrhizae in some forest trees of Sri Lanka., 146-153.",,,natural,forest: tropical broadleaf forest biome,Carallia brachiata,AM; no others,,,,,,,,,AM
"De Alwis, D. P., & Abeynayake, K. (1980). A survey of mycorrhizae in some forest trees of Sri Lanka. A survey of mycorrhizae in some forest trees of Sri Lanka., 146-153.",,,natural,forest: tropical broadleaf forest biome,Carallia brachiata,AM; no others,,,,,,,,,AM
"Asai, T. (1944). Die bedeutung der mikorrhiza für das pflanzenleben. Japanese J. Bot, 12, 359-408.",,,,,Ginkgo biloba,non-mycorrhizal (checked for all types),,Leho Tedersoo,"probably incorrect (this genus is AM, most reports of this species are AM)",,,,,,AM
"Asai, T. (1944). Die bedeutung der mikorrhiza für das pflanzenleben. Japanese J. Bot, 12, 359-408.",,,,,Cinnamomum camphora,AM; others not addressed,,,,,,,,,AM
"Asai, T. (1944). Die bedeutung der mikorrhiza für das pflanzenleben. Japanese J. Bot, 12, 359-408.",,,,,Koelreuteria paniculata,AM; others not addressed,,,,,,,,,AM
"Trappe, J. M. (1964). Mycorrhizal host and distribution of Cenococcum graniforme. Lloydia, 27, 100-106.",,,,,Pinus strobus,EcM; no others,,,,,,Laura M. Suz,ok,,EcM
"Trappe, J. M. (1964). Mycorrhizal host and distribution of Cenococcum graniforme. Lloydia, 27, 100-106.",,,,,Pinus virginiana,EcM; no others,,,,,,Laura M. Suz,ok,,EcM
"Trappe, J. M. (1964). Mycorrhizal host and distribution of Cenococcum graniforme. Lloydia, 27, 100-106.",,,,,Carpinus betulus,EcM; no others,,,,,,Laura M. Suz,ok,,EcM
"Trappe, J. M. (1964). Mycorrhizal host and distribution of Cenococcum graniforme. Lloydia, 27, 100-106.",,,,,Quercus alba,EcM; no others,,,,,,Laura M. Suz,ok,,EcM
"Trappe, J. M. (1964). Mycorrhizal host and distribution of Cenococcum graniforme. Lloydia, 27, 100-106.",,,,,Quercus rubra,EcM; no others,,,,,,Laura M. Suz,ok,,EcM
"Trappe, J. M. (1964). Mycorrhizal host and distribution of Cenococcum graniforme. Lloydia, 27, 100-106.",,,,,Populus deltoides,EcM; no others,,,,,,Laura M. Suz,ok,,EcM-AM
"Trappe, J. M. (1964). Mycorrhizal host and distribution of Cenococcum graniforme. Lloydia, 27, 100-106.",,,,,Populus tremuloides,EcM; no others,,,,,,Laura M. Suz,ok,,EcM-AM
"Trappe, J. M. (1964). Mycorrhizal host and distribution of Cenococcum graniforme. Lloydia, 27, 100-106.",,,,,Populus trichocarpa,EcM; no others,,,,,,Laura M. Suz,ok,,EcM-AM
"Trappe, J. M. (1964). Mycorrhizal host and distribution of Cenococcum graniforme. Lloydia, 27, 100-106.",,,,,Tilia cordata,EcM; no others,,,,,,Laura M. Suz,ok,,EcM
"Chalermpongse, A. (1987). Mycorrhizal survey of dry-deciduous and semievergreen dipterocarp forest ecosystems in Thailand. In: Kostermans AJCH (Ed.). Proceedings of the third round table conference on dipterocarps. UNESCO Regional Office for Science and Technology, Jakarta, Indonesia. pp. 81–103.",,,natural,forest: tropical broadleaf forest biome,Alstonia scholaris,AM; no others,,,,,,,,,AM
"Chalermpongse, A. (1987). Mycorrhizal survey of dry-deciduous and semievergreen dipterocarp forest ecosystems in Thailand. In: Kostermans AJCH (Ed.). Proceedings of the third round table conference on dipterocarps. UNESCO Regional Office for Science and Technology, Jakarta, Indonesia. pp. 81–103.",,,natural,forest: tropical broadleaf forest biome,Aphanamixis polystachya,AM; no others,,,,,,,,,AM
"Chalermpongse, A. (1987). Mycorrhizal survey of dry-deciduous and semievergreen dipterocarp forest ecosystems in Thailand. In: Kostermans AJCH (Ed.). Proceedings of the third round table conference on dipterocarps. UNESCO Regional Office for Science and Technology, Jakarta, Indonesia. pp. 81–103.",,,natural,forest: tropical broadleaf forest biome,Acacia auriculiformis,AM; no others,,Leho Tedersoo,most species of Acacia s.str. are EcM-AM,,,,,,EcM-AM
"Chalermpongse, A. (1987). Mycorrhizal survey of dry-deciduous and semievergreen dipterocarp forest ecosystems in Thailand. In: Kostermans AJCH (Ed.). Proceedings of the third round table conference on dipterocarps. UNESCO Regional Office for Science and Technology, Jakarta, Indonesia. pp. 81–103.",,,natural,forest: tropical broadleaf forest biome,Carallia brachiata,AM; no others,,,,,,,,,AM
"Chalermpongse, A. (1987). Mycorrhizal survey of dry-deciduous and semievergreen dipterocarp forest ecosystems in Thailand. In: Kostermans AJCH (Ed.). Proceedings of the third round table conference on dipterocarps. UNESCO Regional Office for Science and Technology, Jakarta, Indonesia. pp. 81–103.",,,natural,forest: tropical broadleaf forest biome,Pterospermum acerifolium,non-mycorrhizal (checked for all types),,Leho Tedersoo,probably incorrect (this genus is AM),,,,,,AM
"Mangin, L. A. (1910). Introduction a l'etude des mycorhizes des arbres forestiers (Vol. 5).",,,,,Quercus rubra,EcM; others not addressed,,,,,,Laura M. Suz,ok,,EcM
"Tedersoo, L., Kõljalg, U., Hallenberg, N., Larsson, K.-H. (2003). Fine scale distribution of ectomycorrhizal fungi and roots across substrate layers including coarse woody debris in a mixed forest. New Phytologist, 159, 153-165.",,,natural,forest: temperate broadleaf forest biome,Tilia cordata,EcM; others not addressed,,,,,,Laura M. Suz,ok,% cores colonized,EcM
"Tedersoo, L., Kõljalg, U., Hallenberg, N., Larsson, K.-H. (2003). Fine scale distribution of ectomycorrhizal fungi and roots across substrate layers including coarse woody debris in a mixed forest. New Phytologist, 159, 153-165.",,,natural,forest: temperate broadleaf forest biome,Populus tremula,EcM; others not addressed,,,,,,Laura M. Suz,ok,% cores colonized,EcM-AM
"Tedersoo L, Mett M, Ishida TA, Bahram M. Phylogenetic relationships among host plants explain differences in fungal species richness and community composition in ectomycorrhizal symbiosis. New Phytologist. 2013 Aug 1;199(3):822-31.",,,natural,forest: temperate broadleaf forest biome,Populus tremula,EcM; others not addressed,,,,,,Laura M. Suz,ok,n=number of cores per plant,EcM-AM
"Tedersoo L, Mett M, Ishida TA, Bahram M. Phylogenetic relationships among host plants explain differences in fungal species richness and community composition in ectomycorrhizal symbiosis. New Phytologist. 2013 Aug 1;199(3):822-31.",,,natural,forest: temperate broadleaf forest biome,Populus tremula,EcM; others not addressed,,,,,,Laura M. Suz,ok,n=number of cores per plant,EcM-AM
Tedersoo 2018 MycoPhyl,,,pot,anthropogenic: urban biome,Acer platanoides,non-EcM; others not addressed,superficial view,Leho Tedersoo,misleading report from AM perspective (this genus is AM),,,,,,AM
Tedersoo 2018 MycoPhyl,,,pot,anthropogenic: urban biome,Fraxinus excelsior,non-EcM; others not addressed,superficial view,Leho Tedersoo,misleading report from AM perspective (this genus is AM),,,,,,AM
Tedersoo 2018 MycoPhyl,,,pot,anthropogenic: urban biome,Sorbus aucuparia,non-EcM; others not addressed,superficial view,Leho Tedersoo,misleading report from AM perspective (this genus is AM),,,,,,AM
Tedersoo 2018 MycoPhyl,,,pot,anthropogenic: urban biome,Cercidiphyllum japonicum,non-EcM; others not addressed,superficial view,Leho Tedersoo,misleading report from AM perspective (this genus is AM),,,,,,AM
Tedersoo 2018 MycoPhyl,,,pot,anthropogenic: urban biome,Ginkgo biloba,non-EcM; others not addressed,superficial view,Leho Tedersoo,misleading report from AM perspective (this genus is AM),,,,,,AM
Tedersoo 2018 MycoPhyl,,,nursery,anthropogenic: urban biome,Aesculus hippocastanum,non-EcM; others not addressed,superficial view,Leho Tedersoo,misleading report from AM perspective (this genus is AM),,,,,,AM
Tedersoo 2018 MycoPhyl,,,pot,anthropogenic: urban biome,Acer negundo,non-EcM; others not addressed,superficial view,Leho Tedersoo,"misleading report from AM perspective (this genus is AM, most reports of this species are AM-only)",,,,,,AM
Tedersoo 2018 MycoPhyl,,,early successional,grassland: temperate grassland biome,Populus tremula,EcM; others not addressed,superficial view,,,,,Laura M. Suz,ok,,EcM-AM
Tedersoo 2018 MycoPhyl,,,natural,forest: temperate broadleaf forest biome,Fraxinus excelsior,non-EcM; others not addressed,superficial view,Leho Tedersoo,misleading report from AM perspective (this genus is AM),,,,,,AM
Tedersoo 2018 MycoPhyl,,,pot,anthropogenic: urban biome,Liriodendron tulipifera,non-EcM; others not addressed,superficial view,Leho Tedersoo,misleading report from AM perspective (this genus is AM),,,,,,AM
Tedersoo 2018 MycoPhyl,,,pot,anthropogenic: urban biome,Phellodendron amurense,non-EcM; others not addressed,superficial view,Leho Tedersoo,misleading report from AM perspective (this genus is AM),,,,,,AM
Tedersoo 2018 MycoPhyl,,,pot,anthropogenic: urban biome,Gleditsia triacanthos,non-EcM; others not addressed,superficial view,Leho Tedersoo,misleading report from AM perspective (this genus is AM),,,,,,AM
Tedersoo 2018 MycoPhyl,,,pot,anthropogenic: urban biome,Sassafras albidum,non-EcM; others not addressed,superficial view,Leho Tedersoo,misleading report from AM perspective (this genus is NM-AM),,,,,,NM-AM
Tedersoo et al. 2016. Genomic and metagenomics sequencing of fungi.,,,natural,forest: temperate broadleaf forest biome,Populus tremula,EcM; others not addressed,,,,,,Laura M. Suz,ok,,EcM-AM
"Tedersoo, 2011-2015 European incl. Estonian collections varia",,,natural,forest: temperate coniferous forest biome,Populus tremula,EcM; others not addressed,,,,,,Laura M. Suz,ok,,EcM-AM
"Tedersoo, 2011-2015 European incl. Estonian collections varia",,,natural,anthropogenic: urban biome,Tilia cordata,EcM; others not addressed,,,,,,Laura M. Suz,ok,,EcM
"Tedersoo, 2011-2015 European incl. Estonian collections varia",,,natural,anthropogenic: rangeland biome,Tilia cordata,EcM; others not addressed,,,,,,Laura M. Suz,ok,,EcM
"Tedersoo, 2011-2015 European incl. Estonian collections varia",,,natural,forest: temperate broadleaf forest biome,Populus tremula,EcM; others not addressed,,,,,,Laura M. Suz,ok,,EcM-AM
"Tedersoo, 2011-2015 European incl. Estonian collections varia",,,natural,forest: temperate broadleaf forest biome,Tilia cordata,EcM; others not addressed,,,,,,Laura M. Suz,ok,,EcM
"Tedersoo, 2011-2015 European incl. Estonian collections varia",,,natural,anthropogenic: urban biome,Tilia cordata,EcM; others not addressed,,,,,,Laura M. Suz,ok,,EcM
"Tedersoo, 2011-2015 European incl. Estonian collections varia",,,natural,forest: temperate broadleaf forest biome,Populus tremula,EcM; others not addressed,,,,,,Laura M. Suz,ok,,EcM-AM
"Tedersoo, 2011-2015 European incl. Estonian collections varia",,,natural,forest: temperate broadleaf forest biome,Tilia cordata,EcM; others not addressed,,,,,,Laura M. Suz,ok,,EcM
"Tedersoo, 2011-2015 European incl. Estonian collections varia",,,natural,forest: temperate broadleaf forest biome,Tilia cordata,EcM; others not addressed,,,,,,Laura M. Suz,ok,,EcM
"Tedersoo, 2011-2015 European incl. Estonian collections varia",,,natural,forest: temperate broadleaf forest biome,Populus tremula,EcM; others not addressed,,,,,,Laura M. Suz,ok,,EcM-AM
"Tedersoo, 2011-2015 European incl. Estonian collections varia",,,natural,anthropogenic: urban biome,Populus tremula,EcM; others not addressed,,,,,,Laura M. Suz,ok,,EcM-AM
"Tedersoo, 2011-2015 European incl. Estonian collections varia",,,natural,forest: temperate broadleaf forest biome,Tilia cordata,EcM; others not addressed,,,,,,Laura M. Suz,ok,,EcM
"Tedersoo, 2016-2020 European incl. Estonian collections varia",,,natural,anthropogenic: urban biome,Tilia cordata,EcM; others not addressed,,,,,,Laura M. Suz,ok,,EcM
Tedersoo & Põlme 2011. Australia,,,natural,forest: tropical broadleaf forest biome,Acacia auriculiformis,EcM; others not addressed,,Leho Tedersoo,most species of Acacia s.str. are EcM-AM,Mark Brundrett,misleading report from AM perspective,Laura M. Suz,do not know,,EcM-AM
"Tedersoo, 2011-2015 European incl. Estonian collections varia",,,natural,forest: temperate broadleaf forest biome,Populus tremula,EcM; others not addressed,,,,,,Laura M. Suz,ok,,EcM-AM
"Tedersoo, 2011-2015 European incl. Estonian collections varia",,,natural,anthropogenic: urban biome,Populus tremula,EcM; others not addressed,,,,,,Laura M. Suz,ok,,EcM-AM
"Tedersoo, 2011-2015 European incl. Estonian collections varia",,,natural,forest: temperate broadleaf forest biome,Populus tremula,EcM; others not addressed,,,,,,Laura M. Suz,ok,,EcM-AM
"Tedersoo, 2011-2015 European incl. Estonian collections varia",,,plantation,anthropogenic: urban biome,Ulmus americana,non-EcM; others not addressed,,Leho Tedersoo,misleading report from AM perspective (this genus is AM),,,,,,AM
"Tedersoo, 2011-2015 European incl. Estonian collections varia",,,plantation,anthropogenic: urban biome,Tilia cordata,EcM; others not addressed,,,,,,Laura M. Suz,ok,,EcM
"Tedersoo, 2011-2015 European incl. Estonian collections varia",,,natural,forest: temperate broadleaf forest biome,Populus tremula,EcM; others not addressed,,,,,,Laura M. Suz,ok,,EcM-AM
